publicid,eventtype,origintime,modificationtime,longitude,latitude,magnitude,depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2016p858618,earthquake,2016-11-13T16:31:45.754Z,2017-08-03T23:20:50.876Z,173.7125702,-42.28984451,4.017483135,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,35,24,15,0.137740701,129.8808594,1.482440542,0
2016p858623,earthquake,2016-11-13T16:34:26.673Z,2017-08-04T02:51:38.546Z,174.2594452,-42.40584946,4.130565852,12,M,operator assigned,LOCSAT,confirmed,manual,tab,141,91,13,0.427978844,176.2408066,1.859769932,0
2016p858651,earthquake,2016-11-13T16:49:40.335Z,2017-08-07T06:14:08.795Z,173.4647217,-42.58479691,3.819528748,12.99613285,M,,LOCSAT,confirmed,manual,iasp91,36,26,13,0.226033941,143.2271118,0.836628801,0
2016p858668,earthquake,2016-11-13T16:58:45.097Z,2017-08-07T21:53:09.112Z,173.9953918,-42.31105804,3.533421212,22.39447021,M,,LOCSAT,confirmed,manual,iasp91,14,10,13,0.979814529,158.8779793,0.411148749,0
2016p858672,earthquake,2016-11-13T17:00:51.718Z,2017-08-07T22:22:08.876Z,173.1272583,-42.52894974,3.613294603,14.2843771,M,,LOCSAT,confirmed,manual,iasp91,35,20,10,0.10555771,146.7007475,0.776120679,0
2016p858673,earthquake,2016-11-13T17:01:20.970Z,2017-08-07T22:40:15.352Z,173.6012726,-42.34933472,3.953764835,18.30292892,M,,LOCSAT,confirmed,manual,iasp91,43,31,19,0.08103615,82.62414169,0.856811365,0
2016p858678,earthquake,2016-11-13T17:04:17.905Z,2017-08-07T22:55:27.986Z,173.5199585,-42.48816299,4.071833901,6.168120384,M,,LOCSAT,confirmed,manual,iasp91,22,17,11,0.073496565,132.5066299,0.730794468,0
2016p858681,earthquake,2016-11-13T17:05:32.616Z,2017-08-07T23:23:17.324Z,172.7878113,-42.68107986,3.963651001,7.915880203,M,,LOCSAT,confirmed,manual,iasp91,22,15,7,0.022107497,116.275712,0.605832032,0
2016p858684,earthquake,2016-11-13T17:07:13.400Z,2017-08-07T23:46:27.242Z,173.5638275,-42.41407394,4.490281221,18.67467499,M,,LOCSAT,confirmed,manual,iasp91,55,43,25,0.01850546,137.5226936,0.728152415,0
2016p858691,earthquake,2016-11-13T17:10:41.685Z,2017-08-08T03:10:21.769Z,172.7410278,-42.66330338,3.910031152,11.86619282,M,,LOCSAT,confirmed,manual,iasp91,27,15,7,0.057830445,101.8690333,0.508729446,0
2016p858698,earthquake,2016-11-13T17:13:42.866Z,2017-08-08T22:56:59.274Z,173.7090759,-42.02207947,3.412213594,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,15,9,4,0.213593975,128.0044708,0.530351769,0
2016p858699,earthquake,2016-11-13T17:15:13.378Z,2017-08-08T23:12:13.439Z,173.5471802,-42.27325058,3.668255661,6.465079308,M,,LOCSAT,confirmed,manual,iasp91,24,18,12,0.142768592,106.3007317,0.703506097,0
2016p858703,earthquake,2016-11-13T17:17:11.409Z,2017-08-08T23:41:00.161Z,173.1957092,-42.45589447,4.029487812,8.366026878,M,,LOCSAT,confirmed,manual,iasp91,39,23,22,0.194300875,92.25402832,0.884619548,0
2016p858704,earthquake,2016-11-13T17:17:39.790Z,2017-08-09T00:12:34.928Z,173.7984619,-42.51691055,5.108199751,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,40,26,15,0.125287831,155.9621696,0.875581374,0
2016p858710,earthquake,2016-11-13T17:20:58.827Z,2017-08-09T23:37:20.889Z,173.6826782,-42.24142838,4.055520527,8.702996254,M,,LOCSAT,confirmed,manual,iasp91,26,18,12,0.184264645,119.3890762,0.588976974,0
2016p858725,earthquake,2016-11-13T17:28:48.285Z,2017-08-10T05:36:57.217Z,173.9081116,-42.53663254,4.705370395,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,28,15,10,0.200530425,160.8535156,0.885535607,0
2016p858742,earthquake,2016-11-13T17:38:06.401Z,2017-08-13T23:34:46.181Z,173.6438599,-42.47840118,3.853644069,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,27,22,19,0.099591255,186.6714678,0.971128214,0
2016p858745,earthquake,2016-11-13T17:38:59.688Z,2017-08-14T03:55:06.648Z,173.1571045,-42.45619583,4.015733093,12.06529522,M,,LOCSAT,confirmed,manual,iasp91,38,23,13,0.180206746,89.2908783,0.815534288,0
2016p858747,earthquake,2016-11-13T17:39:28.411Z,2017-08-14T04:21:22.529Z,173.474884,-42.25323868,4.799463016,3.263011932,M,,LOCSAT,confirmed,manual,iasp91,27,17,8,0.16943717,83.49388504,0.793034596,0
2016p858749,earthquake,2016-11-13T17:41:39.684Z,2017-08-14T05:04:03.092Z,173.6323242,-42.19570923,4.175797008,13.48220825,M,,LOCSAT,confirmed,manual,iasp91,56,37,25,0.230763987,111.5155258,0.833838862,0
2016p858751,earthquake,2016-11-13T17:42:16.681Z,2017-08-14T05:01:58.942Z,173.55896,-42.22230148,4.245162265,10.61585522,M,,LOCSAT,confirmed,manual,iasp91,46,25,17,0.194120869,97.81897736,0.97943699,0
2016p858752,earthquake,2016-11-13T17:42:50.181Z,2017-08-14T06:22:12.076Z,174.0212708,-42.34881973,4.635258643,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,43,26,15,0.262771934,159.0087776,0.988167737,0
2016p858759,earthquake,2016-11-13T17:47:18.493Z,2017-08-15T03:29:38.987Z,173.7262115,-42.35489655,3.788542531,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,45,28,14,0.151560009,146.3131485,1.033755025,0
2016p858763,earthquake,2016-11-13T17:49:07.724Z,2017-08-15T03:26:26.443Z,172.8233643,-42.66524887,3.386889226,8.863743782,M,,LOCSAT,confirmed,manual,iasp91,31,17,9,0.039738324,168.7972107,0.696733492,0
2016p858764,earthquake,2016-11-13T17:49:38.821Z,2017-08-15T03:38:00.921Z,173.7255249,-42.06806183,3.692413979,7.122200489,M,,LOCSAT,confirmed,manual,iasp91,40,24,16,0.22130394,122.8765564,0.693289154,0
2016p858767,earthquake,2016-11-13T17:51:28.677Z,2017-08-15T06:35:47.853Z,173.7997589,-42.04821777,3.726214742,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,20,12,7,0.163956627,169.1615334,0.667248412,0
2016p858769,earthquake,2016-11-13T17:52:31.671Z,2017-08-15T04:06:04.842Z,173.8734741,-42.26394272,3.962102342,15.83454227,M,,LOCSAT,confirmed,manual,iasp91,43,25,17,0.215151995,148.685318,0.781814376,0
2016p858772,earthquake,2016-11-13T17:54:15.380Z,2017-08-15T06:54:04.114Z,173.5287323,-42.34722519,3.884011734,7.505176067,M,,LOCSAT,confirmed,manual,iasp91,36,25,14,0.069129914,70.03959274,0.85333311,0
2016p858781,earthquake,2016-11-13T17:58:32.598Z,2017-08-16T02:04:56.721Z,173.6760254,-42.00209427,4.038498561,4.781403065,M,,LOCSAT,confirmed,manual,iasp91,47,27,15,0.23237823,100.7976151,0.850626536,0
2016p858793,earthquake,2016-11-13T18:04:50.727Z,2017-08-16T04:53:23.490Z,173.8849335,-42.17174911,4.018338859,4.947007656,M,,LOCSAT,confirmed,manual,iasp91,37,22,14,0.227546528,141.088501,0.822754084,0
2016p858797,earthquake,2016-11-13T18:06:56.748Z,2017-08-16T21:42:46.372Z,172.855072,-42.61981964,3.300851317,8.378213882,M,,LOCSAT,confirmed,manual,iasp91,22,11,7,0.090801865,100.1260223,0.755936528,0
2016p858798,earthquake,2016-11-13T18:08:05.018Z,2017-08-16T22:09:48.711Z,174.0284119,-42.34406662,3.984712699,23.44160843,M,,LOCSAT,confirmed,manual,iasp91,29,17,19,0.389680773,159.1053467,0.809685503,0
2016p858803,earthquake,2016-11-13T18:10:27.236Z,2017-08-16T23:07:01.759Z,172.9234772,-42.69520569,4.713093107,7.380789757,M,,LOCSAT,confirmed,manual,iasp91,36,21,68,0.090996891,70.23306274,0.820428398,0
2016p858811,earthquake,2016-11-13T18:14:56.609Z,2017-08-16T23:17:06.582Z,173.7999878,-42.12928009,4.282762646,10.98049259,M,,LOCSAT,confirmed,manual,iasp91,19,12,7,0.21989584,168.4940491,0.67006443,0
2016p858814,earthquake,2016-11-13T18:16:04.260Z,2017-08-16T23:50:55.770Z,173.1899261,-42.47997665,3.794754998,12.90420914,M,,LOCSAT,confirmed,manual,iasp91,27,16,8,0.171989486,106.6677699,0.642356679,0
2016p858815,earthquake,2016-11-13T18:16:37.883Z,2017-08-17T02:12:38.835Z,173.183548,-42.55389023,4.845481397,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,23,16,7,0.11621102,94.45488739,0.493701008,0
2016p858822,earthquake,2016-11-13T18:20:54.396Z,2017-08-17T03:19:45.726Z,172.9293823,-42.69640732,3.572914159,10.00942421,M,,LOCSAT,confirmed,manual,iasp91,37,21,12,0.095272519,64.78143311,0.77925903,0
2016p858835,earthquake,2016-11-13T18:27:40.600Z,2017-08-17T06:03:02.937Z,173.9803772,-42.48490143,3.549265437,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,21,18,12,0.333872616,162.6084709,1.341675426,0
2016p858841,earthquake,2016-11-13T18:30:00.323Z,2017-08-18T03:31:34.186Z,173.6746521,-42.14770889,4.148169793,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,25,15,8,0.27797544,128.7822952,0.603632393,0
2016p858844,earthquake,2016-11-13T18:32:30.468Z,2017-08-18T04:25:25.261Z,173.7801361,-42.10090256,3.556144828,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,22,11,8,0.208675295,253.5910072,0.378922286,0
2016p858845,earthquake,2016-11-13T18:32:48.816Z,2017-08-18T04:39:32.016Z,173.5986328,-42.26996994,3.765174408,14.88848972,M,,LOCSAT,confirmed,manual,iasp91,35,20,13,0.152473927,102.4830208,0.802730809,0
2016p858860,earthquake,2016-11-13T18:39:21.965Z,2017-08-22T03:06:54.112Z,173.0825043,-42.59420776,2.506444434,8.18605423,M,,LOCSAT,confirmed,manual,iasp91,12,6,2,0.033050273,216.3946991,0.197285196,0
2016p858858,earthquake,2016-11-13T18:39:45.315Z,2017-08-21T21:54:58.121Z,173.5143585,-42.37511063,4.469000892,13.48996067,M,,LOCSAT,confirmed,manual,iasp91,63,44,21,0.044729196,66.81680298,0.788433442,0
2016p858864,earthquake,2016-11-13T18:42:45.730Z,2017-08-22T06:01:34.990Z,173.6441345,-42.20006943,3.759568845,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,10,5,4,0.227348715,153.2019463,0.936766667,0
2016p858867,earthquake,2016-11-13T18:44:34.593Z,2017-08-22T06:13:09.047Z,173.6042633,-42.20701981,3.891069188,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,26,14,6,0.214367628,116.9185028,0.875184757,0
2016p858871,earthquake,2016-11-13T18:47:01.937Z,2017-08-22T06:09:13.294Z,173.2388306,-42.56301498,3.68988561,15.13509846,M,,LOCSAT,confirmed,manual,iasp91,27,14,6,0.147966459,120.4628372,0.930489926,0
2016p858875,earthquake,2016-11-13T18:48:52.508Z,2017-08-23T03:20:12.115Z,172.7984314,-42.664608,3.433208592,11.22017765,M,,LOCSAT,confirmed,manual,iasp91,23,15,7,0.036584653,100.5840302,0.642236123,0
2016p858884,earthquake,2016-11-13T18:53:54.643Z,2017-08-23T04:28:26.503Z,173.1812439,-42.47510529,3.544884174,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,14,8,3,0.172367215,160.1490469,0.66859784,0
2016p858890,earthquake,2016-11-13T18:56:49.121Z,2017-08-23T22:04:06.796Z,173.8139038,-42.41602325,3.813151228,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,25,20,13,0.098063268,148.0750313,0.985477559,0
2016p858895,earthquake,2016-11-13T18:59:09.313Z,2017-08-23T23:16:52.551Z,173.895401,-42.34347534,5.362012437,14.72529602,M,,LOCSAT,confirmed,manual,iasp91,46,32,91,0.273854315,151.8441772,0.754355064,0
2016p858906,earthquake,2016-11-13T19:03:47.285Z,2017-08-24T03:15:29.847Z,173.6579895,-42.33672333,3.590478625,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,13,8,8,0.090810567,213.2356415,0.406300993,0
2016p858904,earthquake,2016-11-13T19:04:36.539Z,2017-08-24T02:33:22.909Z,173.2468872,-42.45220566,4.137204003,8.061237335,M,,LOCSAT,confirmed,manual,iasp91,36,21,13,0.219240829,91.2700119,0.872553544,0
2016p858910,earthquake,2016-11-13T19:07:40.596Z,2017-08-24T03:28:47.712Z,173.3411713,-42.55765533,4.630743786,14.43683529,M,,LOCSAT,confirmed,manual,iasp91,48,36,94,0.203601539,128.2732811,0.936819975,0
2016p858917,earthquake,2016-11-13T19:11:27.112Z,2017-08-24T04:23:20.498Z,173.6734314,-42.2613945,4.206128593,8.280528069,M,,LOCSAT,confirmed,manual,iasp91,25,15,9,0.16443783,137.4105797,0.835872558,0
2016p858925,earthquake,2016-11-13T19:15:09.973Z,2017-09-04T05:21:01.902Z,173.7813873,-42.36047363,3.679016978,15.31481934,M,,LOCSAT,confirmed,manual,iasp91,21,15,7,0.098337293,182.3486023,0.896728727,0
2016p858934,earthquake,2016-11-13T19:20:20.456Z,2017-09-04T22:59:25.042Z,172.8639374,-42.64624786,3.064754615,5.272274494,M,,LOCSAT,confirmed,manual,iasp91,19,12,5,0.072228357,96.03639221,0.4000608,0
2016p858941,earthquake,2016-11-13T19:23:59.618Z,2017-09-04T23:30:56.512Z,172.8057861,-42.59302521,3.472400335,3.51757288,M,,LOCSAT,confirmed,manual,iasp91,25,14,7,0.072089769,83.6239481,0.88442609,0
2016p858943,earthquake,2016-11-13T19:25:07.697Z,2017-09-04T23:41:25.785Z,173.9137268,-42.32754135,4.114317971,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,53,44,31,0.291432858,148.3248405,0.614159642,0
2016p858951,earthquake,2016-11-13T19:28:56.934Z,2017-09-05T01:54:08.594Z,174.0193481,-42.36377335,5.588782975,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,32,27,9,0.257379592,216.6230021,0.857651621,0
2016p858954,earthquake,2016-11-13T19:31:11.697Z,2017-09-05T02:09:38.913Z,174.0614014,-42.33228302,4.730532359,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,38,27,15,0.296158612,194.8831596,0.774349316,0
2016p858957,earthquake,2016-11-13T19:32:44.110Z,2017-09-05T02:43:15.693Z,174.0164337,-42.16973495,4.641956447,2,M,operator assigned,LOCSAT,confirmed,manual,iasp91,26,19,10,0.353966266,164.5273666,0.939485506,0
2016p858975,earthquake,2016-11-13T19:42:12.471Z,2017-09-05T06:32:37.867Z,172.8490295,-42.65951538,3.660724471,13.5645237,M,,LOCSAT,confirmed,manual,iasp91,24,16,9,0.055003349,116.8196869,0.735471722,0
2016p858977,earthquake,2016-11-13T19:43:15.048Z,2017-09-05T21:40:26.152Z,173.2044678,-42.51342392,3.814114902,7.356413364,M,,LOCSAT,confirmed,manual,iasp91,36,25,13,0.153794482,93.95372772,0.717080293,0
2016p858981,earthquake,2016-11-13T19:44:51.240Z,2017-09-05T22:18:38.787Z,173.0860748,-42.64593887,3.806069373,5.094289303,M,,LOCSAT,confirmed,manual,iasp91,25,17,8,0.035712898,84.66410065,0.759169293,0
2016p859005,earthquake,2016-11-13T19:58:22.287Z,2017-09-06T22:23:32.069Z,173.5283661,-42.23273849,3.63148183,12.98663139,M,,LOCSAT,confirmed,manual,iasp91,24,14,8,0.183292747,98.70756531,0.779262831,0
2016p859010,earthquake,2016-11-13T20:01:06.829Z,2017-09-06T23:05:05.974Z,173.8468018,-42.33693695,3.629302024,15.59978008,M,,LOCSAT,confirmed,manual,iasp91,30,16,12,0.150914356,170.2570267,0.945372898,0
2016p859016,earthquake,2016-11-13T20:03:11.836Z,2017-09-07T02:00:41.963Z,173.1436462,-42.53518677,3.629994303,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,23,13,7,0.107318297,92.8894577,0.688514784,0
2016p859022,earthquake,2016-11-13T20:07:08.318Z,2017-09-07T02:54:21.468Z,173.6669159,-42.05844116,3.984950088,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,39,22,8,0.255896807,128.4000015,0.808607932,0
2016p859023,earthquake,2016-11-13T20:08:04.720Z,2017-09-07T03:33:19.797Z,173.3808594,-42.52269363,4.478426644,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,31,17,7,0.158300802,124.3625565,0.643674007,0
2016p859027,earthquake,2016-11-13T20:10:00.249Z,2017-09-07T04:15:56.658Z,173.7134247,-42.10028458,4.61595602,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,53,37,25,0.246463761,130.5000687,1.104426059,0
2016p859036,earthquake,2016-11-13T20:14:51.808Z,2017-09-07T05:25:42.068Z,173.9138794,-42.34780121,4.823216676,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,25,19,15,0.286010861,201.1136475,0.523266201,0
2016p859051,earthquake,2016-11-13T20:22:15.330Z,2017-09-07T23:40:35.243Z,173.7754517,-42.27362442,5.009383142,8.751700401,M,,LOCSAT,confirmed,manual,iasp91,26,16,9,0.167083949,167.1938858,0.523597658,0
2016p859060,earthquake,2016-11-13T20:27:22.960Z,2017-09-08T03:16:05.351Z,172.7890015,-42.67159271,4.493726786,5.674061775,M,,LOCSAT,confirmed,manual,iasp91,35,26,14,0.03073022,92.44467163,0.696493384,0
2016p859061,earthquake,2016-11-13T20:28:15.870Z,2017-09-08T03:51:14.426Z,173.4792328,-42.32370758,4.05694218,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,18,12,3,0.102290593,93.76441956,0.523670439,0
2016p859070,earthquake,2016-11-13T20:33:03.395Z,2017-09-08T05:53:21.969Z,173.6223602,-42.37478256,3.847151715,14.94164658,M,,LOCSAT,confirmed,manual,iasp91,24,15,23,0.067532204,124.7384663,0.812235779,0
2016p859078,earthquake,2016-11-13T20:37:19.535Z,2017-09-08T06:48:53.171Z,173.4277039,-42.45879745,3.40600669,17.82223701,M,,LOCSAT,confirmed,manual,iasp91,23,14,6,0.092818812,111.7648163,0.653733135,0
2016p859080,earthquake,2016-11-13T20:38:24.192Z,2017-09-10T21:47:57.774Z,173.6700592,-42.04059219,3.85089011,6.210574627,M,,LOCSAT,confirmed,manual,iasp91,23,14,7,0.247104824,108.6471405,0.5205577,0
2016p859084,earthquake,2016-11-13T20:39:58.727Z,2017-09-10T22:01:49.732Z,173.1840363,-42.50476074,3.45876259,10.50858021,M,,LOCSAT,confirmed,manual,iasp91,25,14,7,0.149756238,96.92729187,0.894834838,0
2016p859090,earthquake,2016-11-13T20:43:24.116Z,2017-09-10T22:09:41.960Z,173.8750305,-42.01543045,3.724133908,5.192201614,M,,LOCSAT,confirmed,manual,iasp91,33,23,12,0.099270456,137.2689896,0.604661209,0
2016p859091,earthquake,2016-11-13T20:44:22.997Z,2017-09-10T23:57:16.307Z,173.8915405,-42.33626938,4.401335935,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,39,25,18,0.179114252,147.8159676,0.598792584,0
2016p859105,earthquake,2016-11-13T20:51:22.332Z,2017-09-11T03:14:24.215Z,172.9056091,-42.10984421,5.056750565,62.70677948,M,,LOCSAT,confirmed,manual,iasp91,51,28,103,0.262717634,53.87783813,0.694318469,0
2016p859117,earthquake,2016-11-13T20:57:30.358Z,2017-09-12T05:52:48.506Z,173.6868591,-42.05222702,3.609504282,7.015935898,M,,LOCSAT,confirmed,manual,iasp91,30,19,6,0.239800558,112.3969803,0.495683249,0
2016p859120,earthquake,2016-11-13T20:59:14.507Z,2017-09-12T06:04:42.846Z,172.7964935,-42.68576431,3.682570021,8.055541992,M,,LOCSAT,confirmed,manual,iasp91,36,23,17,0.073769555,55.28343201,0.587758733,0
2016p859122,earthquake,2016-11-13T21:00:20.926Z,2017-09-12T06:16:28.573Z,172.7905884,-42.6794014,4.293489965,5.323665619,M,,LOCSAT,confirmed,manual,iasp91,45,31,18,0.080479689,91.94549561,0.689009569,0
2016p859128,earthquake,2016-11-13T21:03:40.239Z,2017-09-13T02:33:07.697Z,173.2408447,-42.53298569,3.494343117,13.6471262,M,,LOCSAT,confirmed,manual,iasp91,32,17,7,0.1630909,102.9124527,0.562433369,0
2016p859130,earthquake,2016-11-13T21:04:29.698Z,2017-09-13T02:50:38.669Z,173.8819427,-42.19195175,3.839605856,11.38514233,M,,LOCSAT,confirmed,manual,iasp91,41,28,19,0.247439027,142.0508842,0.595408774,0
2016p859147,earthquake,2016-11-13T21:13:26.907Z,2017-09-14T02:38:15.402Z,174.0916748,-42.05476379,4.249215502,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,35,23,13,0.128666252,157.996685,0.879534096,0
2016p859153,earthquake,2016-11-13T21:17:11.744Z,2017-09-14T03:05:43.836Z,173.804657,-42.11006165,3.612789956,12.51269817,M,,LOCSAT,confirmed,manual,iasp91,28,23,18,0.202823505,138.9088135,0.746713246,0
2016p859155,earthquake,2016-11-13T21:18:12.425Z,2017-09-14T03:27:35.951Z,173.6950531,-42.06092453,4.147771844,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,33,19,12,0.237920746,138.4633942,1.31506764,0
2016p859159,earthquake,2016-11-13T21:20:20.681Z,2017-09-14T03:45:57.422Z,172.8448639,-42.66566467,3.324036703,7.683897018,M,,LOCSAT,confirmed,manual,iasp91,25,15,10,0.048371706,81.82675934,0.528705886,0
2016p859162,earthquake,2016-11-13T21:21:45.629Z,2017-09-14T03:58:01.202Z,173.6661224,-42.05621719,3.399079268,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,26,15,7,0.255560607,127.7145004,0.623803106,0
2016p859180,earthquake,2016-11-13T21:31:42.251Z,2017-09-14T05:40:27.124Z,173.6101532,-42.13825226,3.290750093,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,17,11,6,0.267224461,112.7851524,0.369958662,0
2016p859183,earthquake,2016-11-13T21:32:20.807Z,2017-09-14T05:52:21.896Z,172.9329987,-42.67915344,3.326024742,13.16717148,M,,LOCSAT,confirmed,manual,iasp91,40,24,14,0.100279898,61.98615646,0.672941533,0
2016p859187,earthquake,2016-11-13T21:35:13.679Z,2017-09-14T23:33:25.808Z,173.5745697,-42.23591232,3.840541838,17.43232536,M,,LOCSAT,confirmed,manual,iasp91,45,26,22,0.181878313,109.8672066,0.726420272,0
2016p859188,earthquake,2016-11-13T21:36:03.360Z,2017-09-14T23:55:03.550Z,173.9076385,-42.0002594,3.999283973,8.066864967,M,,LOCSAT,confirmed,manual,iasp91,26,17,10,0.070779614,162.2443428,0.950806198,0
2016p859193,earthquake,2016-11-13T21:38:04.192Z,2017-09-15T02:42:05.725Z,173.3202209,-42.53009033,4.115456488,14.79804707,M,,LOCSAT,confirmed,manual,iasp91,39,24,12,0.197984085,131.8152046,0.645987363,0
2016p859202,earthquake,2016-11-13T21:43:22.028Z,2017-09-15T03:31:39.457Z,173.3203278,-42.53335571,3.375872371,8.843427658,M,,LOCSAT,confirmed,manual,iasp91,20,12,16,0.214992955,118.5692215,0.716659293,0
2016p859206,earthquake,2016-11-13T21:45:06.207Z,2017-09-15T04:29:56.560Z,173.1671295,-42.48712158,3.085137017,13.53251171,M,,LOCSAT,confirmed,manual,iasp91,15,8,3,0.15661864,156.7767696,0.622775833,0
2016p859215,earthquake,2016-11-13T21:49:55.146Z,2017-09-15T05:31:55.345Z,174.0096283,-42.02329254,3.753085031,6.285713196,M,,LOCSAT,confirmed,manual,iasp91,34,20,13,0.070753522,157.7286301,0.734251271,0
2016p859220,earthquake,2016-11-13T21:52:55.659Z,2017-09-17T23:36:22.266Z,173.1347351,-42.59960175,3.827145191,7.362662315,M,,LOCSAT,confirmed,manual,iasp91,39,29,18,0.063105792,95.66805267,0.713849971,0
2016p859226,earthquake,2016-11-13T21:56:09.865Z,2017-09-17T23:44:42.116Z,173.8121948,-42.20036697,3.475266244,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,28,18,11,0.245083988,146.7202644,0.844638648,0
2016p859229,earthquake,2016-11-13T21:57:40.731Z,2017-09-18T01:55:28.860Z,173.850647,-42.33995819,4.43461422,11.84379101,M,,LOCSAT,confirmed,manual,iasp91,57,36,20,0.151494265,146.3258247,0.780706923,0
2016p859253,earthquake,2016-11-13T22:10:14.203Z,2017-09-18T06:01:50.017Z,174.1914978,-42.24805069,3.835111943,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,33,23,17,0.331358463,194.8042412,0.722405728,0
2016p859262,earthquake,2016-11-13T22:15:12.740Z,2017-09-19T03:25:59.257Z,172.7011108,-42.66666794,4.552433665,4.937552929,M,,LOCSAT,confirmed,manual,iasp91,42,26,13,0.080872975,57.82009888,0.957982904,0
2016p859270,earthquake,2016-11-13T22:19:32.198Z,2017-09-19T06:00:00.950Z,173.0904541,-42.35208893,5.176747839,10.70491886,M,,LOCSAT,confirmed,manual,iasp91,44,35,23,0.26858902,62.57929993,0.804656677,0
2016p859274,earthquake,2016-11-13T22:21:35.134Z,2017-09-19T06:05:51.646Z,172.8133698,-42.65593338,4.363481261,10.38337803,M,,LOCSAT,confirmed,manual,iasp91,25,16,9,0.046242405,73.99089813,0.654183544,0
2016p859278,earthquake,2016-11-13T22:23:13.562Z,2017-09-19T06:24:29.158Z,172.6286774,-42.57283401,4.146100888,9.498558998,M,,LOCSAT,confirmed,manual,iasp91,35,21,12,0.157152981,73.64306641,0.698221481,0
2016p859285,earthquake,2016-11-13T22:27:13.547Z,2017-09-19T06:48:00.483Z,173.2494812,-42.43558121,3.422956717,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,22,15,8,0.215232328,88.76849365,0.760646663,0
2016p859291,earthquake,2016-11-13T22:30:38.421Z,2017-09-19T23:52:17.334Z,173.4934235,-42.24013901,3.47389196,4.750840664,M,,LOCSAT,confirmed,manual,iasp91,19,13,8,0.178944841,114.4068871,0.641247391,0
2016p859310,earthquake,2016-11-13T22:40:23.404Z,2017-09-20T03:50:57.142Z,173.6766205,-42.0585556,4.219502568,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,40,24,18,0.249335676,127.9126587,0.714086249,0
2016p859316,earthquake,2016-11-13T22:43:50.982Z,2017-09-20T04:37:24.599Z,173.1414032,-42.58472443,3.939739566,11.75513649,M,,LOCSAT,confirmed,manual,iasp91,52,31,18,0.073542036,88.24133301,0.772661745,0
2016p859320,earthquake,2016-11-13T22:45:59.371Z,2017-09-20T04:55:00.778Z,173.6631317,-42.14228439,3.878623034,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,34,24,13,0.283691287,125.2392502,0.699780326,0
2016p859323,earthquake,2016-11-13T22:46:46.664Z,2017-09-20T05:10:23.369Z,173.6233063,-42.25426102,4.08910189,8.641736984,M,,LOCSAT,confirmed,manual,iasp91,21,14,7,0.173291296,131.1213856,0.579299168,0
2016p859322,earthquake,2016-11-13T22:47:33.475Z,2017-09-20T05:17:45.732Z,173.5368652,-42.4120903,3.971308456,5.817120552,M,,LOCSAT,confirmed,manual,iasp91,24,15,8,0.004189563,75.86201477,0.593265113,0
2016p859330,earthquake,2016-11-13T22:50:44.821Z,2017-09-20T23:47:14.588Z,173.6685638,-42.35085678,4.284422286,17.08675957,M,,LOCSAT,confirmed,manual,iasp91,35,22,7,0.075578608,141.7564011,0.677391407,0
2016p859333,earthquake,2016-11-13T22:50:50.066Z,2017-09-20T23:22:45.689Z,173.3103943,-42.45539856,4.267069105,4.54799366,M,,LOCSAT,confirmed,manual,iasp91,16,12,4,0.173737198,117.5710983,0.562364653,0
